synset_id,lang,goodness,lemma
06723635-n,B,Y,pembetulan
06723908-n,B,O,barang
06723908-n,B,O,benda
06723908-n,B,O,hal
06724066-n,B,Y,kebenaran
06724066-n,B,Y,kenyataan
06724323-n,B,O,benar
06724559-n,B,Y,paradoks
06724763-n,B,O,deskripsi
06724763-n,B,O,gambaran
06724763-n,B,O,pemerian
06725067-n,B,O,spesifikasi
06725877-n,B,O,deklarasi
06725877-n,B,Y,deklarasi
06725877-n,B,Y,pengumuman
06726158-n,B,O,pengumuman
06726158-n,B,O,proklamasi
06726158-n,B,Y,deklarasi
06727224-n,B,O,manifesto
06727616-n,B,O,pengumuman
06729499-n,B,Y,kenyataan
06729499-n,B,Y,pendakwaan
06729499-n,B,Y,pernyataan
06730563-n,B,Y,dakwaan
06730563-n,B,Y,gugatan
06730563-n,B,Y,tuntutan
06730780-n,B,Y,tuduhan
06731378-n,B,O,pandangan
06731378-n,B,O,pendapat
06731802-n,B,O,formula
06731802-n,B,O,ungkapan
06732013-n,B,Y,rumus
06732350-n,B,O,akuan
06732710-n,B,O,bukti
06732925-n,B,O,pernyataan
06733476-n,B,O,amaran
06733476-n,B,O,ancaman
06733476-n,B,O,ugutan
06733782-n,B,O,ancaman
06733782-n,B,O,bahaya
06733939-n,B,O,bukti
06733939-n,B,O,kesaksian
06733939-n,B,O,keterangan
06733939-n,B,O,lambang
06733939-n,B,O,tanda
06734467-n,B,O,keterangan
06734467-n,B,O,lambang
06734467-n,B,O,pernyataan
06734467-n,B,O,tanda
06734467-n,B,Y,kesaksian
06734702-n,B,O,bukti
06736217-n,B,O,akuan
06736217-n,B,O,deklarasi
06736217-n,B,O,pernyataan
06736529-n,B,O,afidavit
06736529-n,B,O,lambang
06736529-n,B,O,tanda
06737112-n,B,O,tawar-menawar
06737112-n,B,O,tawaran
06738162-n,B,O,istilah
06738162-n,B,O,janji
06738162-n,B,O,kata
06738162-n,B,O,perkataan
06738281-n,B,O,pemerian
06738281-n,B,O,penjelasan
06738281-n,B,Y,keterangan
06738281-n,B,Y,komentar
06738281-n,B,Y,penjelasan
06738281-n,B,Y,tafsiran
06739782-n,B,O,bantahan
06739782-n,B,O,pernyataan
06739782-n,B,O,representasi
06739990-n,B,Y,alasan
06739990-n,B,Y,sebab
06740183-n,B,O,justifikasi
06740183-n,B,O,kewajaran
06740402-n,B,O,alasan
06740402-n,B,O,motif
06740402-n,B,O,sebab
06740644-n,B,O,justifikasi
06740644-n,B,O,pertahanan
06741099-n,B,O,alibi
06741305-n,B,O,alibi
06741305-n,B,Y,alasan
06741305-n,B,Y,dalih
06742426-n,B,O,eksposisi
06742426-n,B,O,penjelasan
06743362-n,B,O,komentar
06743362-n,B,O,tafsiran
06743506-n,B,O,akibat
06743506-n,B,O,hasil
06743506-n,B,O,keputusan
06743506-n,B,O,kesan
06743506-n,B,O,ketetapan
06743506-n,B,O,penyelesaian
06743506-n,B,O,resolusi
06744396-n,B,Y,definisi
06744396-n,B,Y,takrif
06746005-n,B,O,sahutan
06746005-n,B,Y,balasan
06746005-n,B,Y,bersahut
06746005-n,B,Y,reaksi
06746580-n,B,O,pengumuman
06747484-n,B,O,risalah
06747484-n,B,O,siaran
06747670-n,B,Y,iklan
06747670-n,B,Y,pemberitahuan
06748466-n,B,O,acara
06748466-n,B,Y,program
06748969-n,B,O,ramalan
06748969-n,B,O,tenungan
06749594-n,B,Y,horoskop
06749594-n,B,Y,nujum
06749881-n,B,O,dugaan
06749881-n,B,Y,ramalan
06750154-n,B,O,kerasulan
06750154-n,B,O,ramalan
06750154-n,B,O,tilikan
06750339-n,B,O,ramalan
06750804-n,B,O,kenyataan
06750804-n,B,O,pernyataan
06750804-n,B,O,saranan
06750804-n,B,Y,klausa
06751572-n,B,O,peniadaan
06751742-n,B,O,kebalikan
06751974-n,B,O,istilah
06753800-n,B,Y,anggapan
06753800-n,B,Y,premis
06753800-n,B,Y,sangkaan
06755568-n,B,Y,keadaan
06755568-n,B,Y,ketentuan
06755568-n,B,Y,kondisi
06755947-n,B,O,peruntukan
06755947-n,B,O,syarat
06756111-n,B,Y,senario
06756407-n,B,O,dusta
06756407-n,B,O,kepalsuan
06756680-n,B,O,helah
06756831-n,B,O,dalih
06756831-n,B,O,karut
06756831-n,B,Y,bohong
06756831-n,B,Y,dusta
06756831-n,B,Y,tipu
06757057-n,B,O,bohong
06757057-n,B,O,dusta
06757057-n,B,Y,cerita
06757057-n,B,Y,cetera
06757289-n,B,O,dongeng
06757891-n,B,O,anekdot
06757891-n,B,O,dongeng
06757891-n,B,O,dongengan
06757891-n,B,O,rekaan
06758225-n,B,O,penipuan
06759602-n,B,O,gertakan
06759602-n,B,O,penipu
06759602-n,B,O,temberang
06759776-n,B,O,alasan
06759776-n,B,O,dalih
06759776-n,B,O,helah
06760076-n,B,O,kemunafikan
06760076-n,B,O,kepura-puraan
06760076-n,B,O,pura-pura
06760508-n,B,O,alasan
06760508-n,B,O,muslihat
06760508-n,B,O,topeng
06760722-n,B,O,muslihat
06760722-n,B,O,penipuan
06761099-n,B,O,dalih
06762380-n,B,O,pembatasan
06762380-n,B,O,syarat
06762380-n,B,Y,kelayakan
06762711-n,B,O,anotasi
06762711-n,B,O,catatan
06762711-n,B,O,komentar
06762711-n,B,O,tafsiran
06762711-n,B,O,ulas
06762711-n,B,O,ulasan
06763273-n,B,O,nota
06763273-n,B,Y,anotasi
06763273-n,B,Y,catatan
06763681-n,B,O,kutipan
06763681-n,B,Y,catatan
06763681-n,B,Y,petikan
06763681-n,B,Y,rujukan
06763681-n,B,Y,sebutan
06765044-n,B,O,komentar
06765044-n,B,Y,pendapat
06765044-n,B,Y,teguran
06765044-n,B,Y,ulasan
06765044-n,I,O,hasyiah
06765531-n,B,O,permulaan
06766190-n,B,O,rujukan
06766190-n,B,O,sebutan
06766544-n,B,O,alusi
06766544-n,B,O,kiasan
06767035-n,B,O,catatan
06767035-n,B,O,pencerapan
06767035-n,B,O,pendapat
06767035-n,B,O,pengamatan
06767035-n,B,O,perhatian
06767035-n,B,O,teguran
06767777-n,B,O,kelakar
06767777-n,B,O,lucu
06767777-n,B,O,seloroh
06767777-n,B,O,usikan
06767777-n,B,Y,sindiran
06767777-n,I,O,gurauan
06767922-n,B,O,sindiran
06769392-n,B,O,kesalahan
06769392-n,B,O,ralat
06770275-n,B,O,kecocokan
06770275-n,B,O,kerelaan
06770275-n,B,O,kesepakatan
06770275-n,B,O,kesesuaian
06770275-n,B,O,penyesuaian
06770275-n,B,O,perjanjian
06770275-n,B,O,persetujuan
06770875-n,B,Y,keadaan
06770875-n,B,Y,kondisi
06770875-n,B,Y,syarat
06771159-n,B,O,persetujuan
06771159-n,B,O,setuju
06771159-n,B,Y,perjanjian
06772260-n,B,O,kontrak
06772260-n,B,O,perjanjian
06772260-n,I,O,konkordat
06773347-n,B,O,hutang
06773434-n,B,Y,perjanjian
06773434-n,B,Y,persetujuan
06773434-n,B,Y,traktat
06773684-n,B,O,perjanjian
06773976-n,B,O,ketenangan
06773976-n,B,O,perdamaian
06773976-n,B,Y,keamanan
06774316-n,B,O,adat
06774316-n,B,O,kelaziman
06774316-n,B,O,peraturan
06774316-n,B,O,perjanjian
06774316-n,B,O,persetujuan
06774316-n,B,O,resam
06776138-n,B,O,akal
06776138-n,B,O,humor
06776138-n,B,O,jenaka
06776138-n,B,O,kebijakan
06776138-n,B,O,kejenakaan
06776138-n,B,O,kelakar
06776138-n,B,O,kelucuan
06777164-n,B,O,penghinaan
06777164-n,B,O,sarkasme
06777164-n,B,Y,ejekan
06777164-n,B,Y,ironi
06777164-n,B,Y,sindiran
06777164-n,I,O,satire
06777794-n,B,O,kelakar
06777794-n,B,O,olok-olok
06777794-n,B,O,seloroh
06778102-n,B,O,lawak
06778102-n,B,O,lelucon
06778102-n,B,Y,bergurau
06778102-n,B,Y,berseloroh
06778102-n,B,Y,bersenda-senda
06778102-n,B,Y,canda
06778102-n,B,Y,gurau
06778102-n,B,Y,jenaka
06778102-n,B,Y,kejenakaan
06778102-n,B,Y,kelakar
06778102-n,B,Y,seloroh
06778102-n,B,Y,senda
06778102-n,I,O,gurauan
06780069-n,B,O,karikatur
06780069-n,B,O,lancung
06780069-n,B,O,penyamaran
06780069-n,B,O,tiruan
06780069-n,I,O,karikaturis
06780309-n,B,O,parodi
06780678-n,B,O,animasi
06780678-n,B,O,kartun
06780678-n,B,O,komik
06780678-n,B,O,sketsa
06780882-n,B,O,bermain
06780882-n,B,O,kejenakaan
06780882-n,B,O,keseronokan
06780882-n,B,O,main
06780882-n,B,O,seloroh
06780882-n,I,O,gurauan
06781281-n,B,O,jenaka
06781383-n,B,O,komedi
06782019-n,B,O,anggapan
06782019-n,B,Y,pandangan
06782019-n,B,Y,pemandangan
06782019-n,B,Y,pendapat
06782019-n,B,Y,penilaian
06782019-n,B,Y,pertimbangan
06782680-n,B,O,ramalan
06782680-n,B,O,tebakan
06782680-n,B,O,terkaan
06782680-n,B,Y,dugaan
06782680-n,B,Y,perkiraan
06782680-n,B,Y,sangkaan
06782680-n,B,Y,spekulasi
06783265-n,B,O,pandangan
06783265-n,B,O,pendapat
06783265-n,B,O,pendirian
06783265-n,B,Y,posisi
06783265-n,B,Y,segi
06783598-n,B,Y,agak-agak
06783598-n,B,Y,anggaran
06783598-n,B,Y,taksiran
06783768-n,B,O,masalah
06783768-n,B,O,perkara
06783768-n,B,O,persoalan
06783768-n,B,O,pertanyaan
06783768-n,B,O,soal
06783768-n,B,O,tajuk
06784003-n,B,Y,masalah
06784003-n,B,Y,persoalan
06784639-n,B,O,masalah
06784966-n,B,O,hal
06784966-n,B,O,kes
06784966-n,B,O,perkara
06784966-n,B,O,urusan
06785223-n,B,O,enigma
06785223-n,B,O,masalah
06786629-n,B,O,arahan
06786629-n,B,O,nasihat
06786629-n,B,O,penjelasan
06786629-n,B,O,saranan
06786629-n,B,O,suruhan
06787150-n,B,O,alamat
06787150-n,B,O,destinasi
06787150-n,B,O,tujuan
06788565-n,B,O,preskripsi
06788785-n,B,Y,resep
06788897-n,B,O,undang-undang
06788897-n,B,Y,peraturan
06789215-n,B,Y,gaya
06789801-n,I,O,ahimsa
06790042-n,B,O,dogma
06790042-n,B,O,hukum
06790042-n,B,O,kepercayaan
06791372-n,B,Y,alamat
06791372-n,B,Y,isyarat
06791372-n,B,Y,petunjuk
06791372-n,B,Y,tanda
06792645-n,B,O,alur
06792645-n,B,O,sinar
06793231-n,B,O,tanda
06793426-n,B,O,kartu
06793426-n,B,O,kenyataan
06793426-n,B,O,pelekat
06793426-n,B,O,pemberitahuan
06793426-n,B,O,poster
06794216-n,B,O,alamat
06794666-n,B,O,aib
06794666-n,B,O,cap
06794666-n,B,O,keaiban
06794666-n,B,O,kecemaran
06794666-n,B,O,stigma
06794666-n,B,O,tanda
06794980-n,B,O,cela
06795438-n,B,O,tanda
06795543-n,B,O,cap
06795543-n,I,O,merek
06795746-n,B,Y,isyarat
06795746-n,B,Y,lambang
06795746-n,B,Y,simbol
06795746-n,B,Y,tanda
06795967-n,B,O,jenis
06796119-n,B,O,prangko
06796119-n,B,Y,setem
06796642-n,B,O,bunyi
06796642-n,B,O,kicauan
06796642-n,B,Y,nyanyian
06797169-n,B,O,petunjuk
06797169-n,B,O,tanda
06797169-n,I,O,indikasi
06797671-n,B,O,petunjuk
06797671-n,I,O,indikasi
06798187-n,B,O,gejala
06798187-n,B,O,tanda
06798558-n,B,O,manifestasi
06798558-n,B,O,pernyataan
06798558-n,B,O,tanda
06798750-n,B,O,cap
06798750-n,B,O,kesan
06798750-n,B,O,tanda
06799260-n,B,O,coret
06799260-n,B,O,coretan
06799897-n,B,O,baris
06799897-n,B,O,barisan
06799897-n,B,O,bentuk
06799897-n,B,O,dawai
06799897-n,B,O,garis
06799897-n,B,O,jalur
06799897-n,B,O,rangka
06799897-n,B,O,tali
06801580-n,B,O,kontur
06802571-n,B,O,alamat
06802571-n,B,O,pelopor
06802571-n,B,O,pengarak
06802785-n,B,O,alamat
06802785-n,B,O,bayangan
06802785-n,B,O,bukti
06802785-n,B,O,isyarat
06802785-n,B,O,kiasan
06802785-n,B,O,petunjuk
06802785-n,B,O,sindiran
06802785-n,B,O,tanda
06803157-n,B,O,amaran
06803157-n,B,O,kecemasan
06803157-n,B,O,kewaspadaan
06803636-n,B,O,kesengsaraan
06803636-n,B,O,kesusahan
06805297-n,B,O,umpatan
06805962-n,B,O,sengkang
06806098-n,B,O,desir
06806098-n,B,O,peluit
06806098-n,B,O,siulan
06806469-n,B,O,lambang
06806469-n,B,O,simbol
06806469-n,B,Y,lambang
06806469-n,B,Y,simbol
06806469-n,B,Y,tanda
06807198-n,B,Y,angka
06807198-n,B,Y,bilangan
06807198-n,I,O,numeralia
06808408-n,B,O,lingga
06808493-n,B,O,notasi
06808493-n,B,O,penulisan
06811625-n,B,O,isyarat
06811625-n,B,O,simbol
06811625-n,B,O,tanda
06812188-n,B,O,radikal
06812289-n,B,O,titik
06812417-n,B,O,eksponen
06812417-n,B,O,kuasa
06812631-n,B,O,log
06812631-n,B,Y,logaritma
06813310-n,B,O,ciri
06814870-n,B,O,not
06814870-n,I,O,partitur
06815714-n,B,O,skor
06817782-n,B,O,cap
06817782-n,B,O,tanda
06818121-n,B,Y,penunjuk
06818747-n,B,O,cek
06818747-n,B,Y,catatan
06818970-n,B,O,grafem
06818970-n,B,O,lambang
06818970-n,B,Y,aksara
06818970-n,B,Y,huruf
06820212-n,B,O,subskrip
06820212-n,B,O,tanda
06822576-n,B,O,akut
06823102-n,B,O,sirkumfleks
06823561-n,B,O,tilde
06823760-n,I,O,trema
06824041-n,B,O,monogram
06825120-n,B,O,aksara
06825120-n,B,O,huruf
06825399-n,B,O,fon
06827344-n,B,O,italik
06828389-n,B,Y,berbintang
06828818-n,B,O,abjad
06828818-n,B,O,aksara
06828818-n,B,O,huruf
06828818-n,B,Y,huruf
06830838-n,B,O,digraf
06830997-n,B,O,parap
06834138-n,B,O,alfa
06834245-n,B,O,beta
06834351-n,B,O,gama
06834458-n,B,O,delta
06834565-n,B,O,epsilon
06834674-n,B,O,zeta
06834885-n,B,O,teta
06834992-n,B,O,iota
06835098-n,I,O,kapa
06835098-n,I,O,kappa
06835315-n,B,O,mu
06835420-n,B,O,nu
06835630-n,B,O,omikron
06835845-n,B,O,ro
06835951-n,B,O,sigma
06836059-n,B,O,tau
06836165-n,B,O,upsilon
06836275-n,B,O,fi
06836599-n,B,O,omega
06836929-n,B,O,jim
06837465-n,B,O,ha
06838005-n,B,O,mim
06838329-n,B,O,ain
06838437-n,I,O,pe
06838652-n,B,O,qaf
06839190-n,B,O,formulir
06839190-n,B,O,kekosongan
06839190-n,B,Y,ruang
06840648-n,B,O,ideogram
06840890-n,B,O,logogram
06841159-n,B,O,radikal
06841987-n,I,O,apostrof
06842165-n,B,O,penjepit
06842290-n,B,O,kurungan
06842852-n,B,O,koma
06843148-n,B,O,sempang
06843148-n,B,O,sengkang
06843393-n,B,O,kurungan
06843520-n,B,O,noktah
06843520-n,B,O,titik
06844903-n,B,O,coretan
06845599-n,B,O,jenama
06845599-n,B,O,label
06845599-n,I,O,merek
06851742-n,I,O,merek
06855207-n,B,O,cap
06855432-n,B,O,bekas
06855432-n,B,O,cap
06855432-n,B,O,kesan
06855432-n,B,O,lambang
06855985-n,B,O,cap
06855985-n,B,Y,meterai
06855985-n,B,Y,mohor
06855985-n,B,Y,tera
06856568-n,B,O,skala
06857726-n,B,O,tonik
06858266-n,B,O,dominan
06858674-n,B,O,pedal
06858779-n,B,O,jeda
06859056-n,B,O,ton
06859401-n,B,O,oktaf
06860323-n,B,O,diatonik
06861435-n,I,O,pentatonik
06861630-n,B,O,ragam
06861860-n,B,O,baluk
06862202-n,B,O,ruang
06862202-n,B,O,tempat
06862562-n,B,O,nada
06863751-n,B,O,nada
06864725-n,B,O,bar
06864725-n,B,O,pengukur
06865345-n,B,O,not
06865345-n,B,Y,catatan
06865953-n,B,O,kaitan
06867218-n,B,O,batal
06867218-n,B,O,natural
06868445-n,I,O,re
06868986-n,B,O,la
06872562-n,B,O,bariton
06872676-n,B,O,tenor
06872905-n,B,O,alto
06873139-n,B,Y,soprano
06874019-n,B,O,bayangan
06874019-n,B,O,cahaya
06874019-n,B,O,gambaran
06874019-n,B,O,lampu
06874019-n,B,O,sinar
06874185-n,B,O,cahaya
06874930-n,B,Y,kilauan
06875094-n,B,O,bendera
06875288-n,B,O,gada-gada
06875288-n,I,O,panji-panji
06876144-n,B,O,isyarat
06876144-n,B,O,tanda
06876144-n,B,Y,isyarat
06876144-n,B,Y,tanda
06876309-n,B,O,gerak
06876309-n,B,O,gerakan
06876309-n,B,O,isyarat
06877578-n,B,O,seringai
06877742-n,B,O,muncung
06878071-n,B,O,kernyih
06878071-n,B,O,seringai
06878071-n,B,Y,menyenangkan
06878071-n,B,Y,senyum
06878071-n,B,Y,senyuman
06878071-n,B,Y,tersenyum
06878071-n,I,O,sengih
06878706-n,B,O,deram
06878934-n,B,O,kenyitan
06879180-n,B,O,demo
06879180-n,B,Y,demonstrasi
06879521-n,B,Y,tampil
06880249-n,B,O,ekspresi
06880249-n,B,O,perasaan
06880249-n,B,O,ungkapan
06880533-n,B,O,contoh
06880533-n,B,O,gambaran
06880533-n,B,O,ilustrasi
06880533-n,B,O,penerangan
06880533-n,B,O,penjelasan
06880664-n,B,O,alegori
06880664-n,B,O,lambang
06880664-n,I,O,perlambang
06881563-n,B,Y,elang
06882561-n,B,O,lambang
06882561-n,B,O,lencana
06883073-n,B,O,lencana
06883725-n,B,O,swastika
06884097-n,B,O,kemuncak
06884097-n,B,O,korona
06885083-n,B,Y,pengenalan
06887441-n,B,Y,pin
06887599-n,B,O,penayangan
06887599-n,B,Y,pancaran
06887726-n,B,O,pameran
06887726-n,B,O,pertunjukan
06888174-n,B,O,kumpulan
06888345-n,B,O,penayangan
06888944-n,B,O,memandang
06888944-n,B,O,pandangan
06888944-n,B,O,pejera
06888944-n,B,O,pemandangan
06888944-n,B,O,pembidik
06888944-n,B,O,penglihatan
06889138-n,B,O,pemandangan
06889330-n,B,O,pesta
06889591-n,B,O,angkuh
06890000-n,B,O,lagak
06890254-n,B,O,lambaian
06891022-n,B,Y,penyampaian
06891022-n,B,Y,persembahan
06891022-n,B,Y,tayangan
06891493-n,B,O,pementasan
06891493-n,B,O,persembahan
06891493-n,B,O,pertunjukan
06892016-n,B,O,angka
06892016-n,B,O,bilangan
06892016-n,B,O,lagu
06892016-n,B,O,perbuatan
06892016-n,B,O,persembahan
06892016-n,B,O,tindakan
06892534-n,B,O,amal
06892534-n,B,O,faedah
06892534-n,B,O,kebaikan
06892534-n,B,O,kebajikan
06892534-n,B,O,manfaat
06892775-n,B,O,konser
06892775-n,B,O,pertunjukan
06893441-n,B,O,resital
06893565-n,B,O,persembahan
06893885-n,B,O,pertunjukan
06894111-n,I,O,matine
06900156-n,B,O,metabahasa
06902909-n,B,O,dasar
06904171-n,B,Y,bahasa
06905680-n,B,O,pijin
06930093-n,I,O,mandarin
06933279-n,B,O,dagu
06998748-n,B,O,grafik
06998748-n,B,O,seni
06999233-n,B,O,gambar
06999233-n,B,O,gambaran
06999233-n,B,O,ilustrasi
06999436-n,B,O,gambar
06999436-n,B,O,gambaran
06999436-n,B,O,ilustrasi
06999647-n,B,O,gambar
06999647-n,B,O,ilustrasi
06999647-n,B,O,rajah
06999802-n,B,O,peta
06999802-n,B,Y,graf
07000065-n,B,O,rajah
07000195-n,B,Y,graf
07000941-n,B,O,lengkung
07000941-n,B,Y,keluk
07000941-n,B,Y,lengkungan
07000941-n,I,O,kurva
07003119-n,B,O,gambar
07003119-n,B,O,lukisan
07003119-n,B,O,melukis
07003119-n,B,O,menggambar
07003352-n,B,Y,komik
07004057-n,B,O,elektrokardiogram
07006119-n,B,Y,teater
07006712-n,B,O,panggung
07006712-n,B,O,pemandangan
07006712-n,B,O,pentas
07006951-n,B,O,pementasan
07006951-n,B,O,penerbitan
07006951-n,B,Y,produksi
07007171-n,B,O,pementasan
07007945-n,B,O,pementasan
07007945-n,B,O,sandiwara
07007945-n,B,Y,drama
07008680-n,B,O,pecahan
07008680-n,B,O,serpihan
07009042-n,B,O,carikan
07009042-n,B,O,perca
07009042-n,B,O,reja
07009042-n,B,O,serpihan
07009421-n,B,O,pendahuluan
07009421-n,B,O,permulaan
07009421-n,B,O,prakata
07009421-n,B,O,prolog
07009640-n,B,O,babak
07009640-n,B,Y,adegan
07009808-n,B,O,adegan
07009808-n,B,Y,babak
07009946-n,B,O,libreto
07009946-n,B,O,skrip
07009946-n,I,O,naskah
07010541-n,B,Y,dialog
07010541-n,B,Y,perbualan
07011209-n,B,O,kiu
07011387-n,B,O,monolog
07011803-n,B,O,bisikan
07012025-n,B,O,libreto
07012135-n,B,O,senario
07012279-n,I,O,skenario
07012534-n,B,O,baris
07012534-n,B,Y,barisan
07013400-n,B,O,kelentong
07013400-n,B,O,petah
07013736-n,B,O,kalimat
07013736-n,B,O,perkataan
07014029-n,B,O,berpura-pura
07014029-n,B,O,kepura-puraan
07014320-n,B,O,letusan
07014320-n,I,O,ledakan
07014854-n,B,O,letupan
07014854-n,I,O,ledakan
07015510-n,B,O,komidi
07015510-n,B,Y,komedi
07016250-n,B,O,lawak
07016250-n,B,O,lelucon
07016648-n,B,O,melodrama
07016948-n,B,Y,tragedi
07018931-n,B,O,drama
07018931-n,B,O,pementasan
07018931-n,B,O,sandiwara
07019172-n,I,O,musikal
07019866-n,B,O,pemeriksaan
07019866-n,B,O,pusparagam
07019866-n,B,O,ulasan
07020538-n,B,O,tarian
07020538-n,B,Y,tari
07020538-n,B,Y,tari-tarian
07020763-n,B,O,koreografi
07020895-n,I,O,musik
07024929-n,I,O,polifoni
07025900-n,B,Y,klasik
07026352-n,B,Y,opera
07027090-n,B,O,komedi
07027090-n,I,O,operet
07027180-n,B,Y,harmoni
07027180-n,B,Y,kemerduan
07028373-n,B,Y,lagu
07028373-n,B,Y,melodi
07029088-n,B,O,tanda
07029247-n,B,Y,tema
07029682-n,B,O,motif
07030012-n,B,O,kelainan
07030012-n,B,O,variasi
07030718-n,B,O,suara
07031752-n,B,O,iringan
07031752-n,B,O,sokong
07031752-n,B,O,tolong
07035870-n,B,O,lagu
07035870-n,B,O,mazmur
07035870-n,I,O,himne
07036203-n,I,O,doksologi
07037465-n,B,O,arca
07037465-n,B,O,gubahan
07037465-n,B,O,karya
07037465-n,B,O,lagu
07037465-n,B,O,opus
07037465-n,B,Y,ciptaan
07037465-n,B,Y,karangan
07037465-n,B,Y,komposisi
07037465-n,B,Y,reka-rekaan
07037465-n,B,Y,susunan
07038400-n,B,O,pengaturan
07038400-n,B,O,penggubahan
07038400-n,B,O,penyesuaian
07038400-n,B,O,penyusunan
07038400-n,B,O,persiapan
07038400-n,B,O,susunan
07038910-n,B,O,instrumentasi
07039478-n,B,O,penutup
07040543-n,B,O,pendahuluan
07040939-n,B,O,solo
07041451-n,B,O,duet
07041595-n,B,O,trio
07042137-n,B,O,oktet
07042249-n,I,O,kantata
07043275-n,I,O,konserto
07043824-n,I,O,pastoral
07044088-n,B,O,sonata
07044543-n,B,O,fantasi
07044760-n,B,O,simfoni
07044917-n,B,O,laluan
07044917-n,B,O,petikan
07044917-n,B,O,rangkap
07046339-n,B,O,babak
07046339-n,B,O,gerakan
07046339-n,B,O,pergerakan
07046543-n,B,O,largo
07047011-n,B,O,pembantu
07047011-n,B,O,pengiring
07047011-n,B,O,suit
07047505-n,B,O,aneka
07047804-n,I,O,perlahan-lahan
07048000-n,B,O,lagu
07048000-n,B,O,nyanyian
07048627-n,B,O,pelajaran
07048627-n,B,O,pengajian
07049514-n,B,O,aria
07049713-n,B,O,balada
07051185-n,B,O,blues
07051851-n,B,O,nyanyian
07051851-n,B,O,pengulit
07051975-n,B,O,lirik
07052291-n,B,O,bait
07052291-n,B,O,bidasan
07052291-n,B,O,rangkap
07052291-n,B,O,stanza
07054336-n,B,O,balet
07056504-n,B,O,polka
07056895-n,B,O,samba
07059626-n,B,O,disko
07059962-n,B,Y,pop
07060976-n,B,O,jaz
07062697-n,B,Y,jaz
07065149-n,B,O,metal
07066659-n,B,O,gaya
07067591-n,B,O,berucap
07067760-n,B,O,kait
07067760-n,B,O,pegangan
07068844-n,B,O,alat
07068844-n,B,O,cara
07069210-n,B,O,kepetahan
07069210-n,B,Y,kelancaran
07069948-n,B,O,pengucapan
07069948-n,B,O,ungkapan
07071017-n,B,O,istilah
07071017-n,B,O,jargon
07071483-n,B,O,penyampaian
07071483-n,B,Y,percakapan
07071483-n,B,Y,pertuturan
07072698-n,B,O,retorik
07073208-n,B,O,suara
07081177-n,B,O,dialek
07082198-n,B,O,mulut
07082573-n,B,Y,intonasi
07082573-n,B,Y,nada
07082819-n,B,O,not
07083441-n,B,O,serangan
07083441-n,B,O,tembakan
07084166-n,B,O,intonasi
07084560-n,B,O,dengungan
07085375-n,B,O,aksen
07085375-n,B,O,tekan
07085375-n,B,O,tekanan
07085375-n,B,Y,penekan
07086323-n,B,O,irama
07086323-n,B,O,rentak
07086518-n,B,O,rentak
07086518-n,B,Y,irama
07086518-n,B,Y,tempo
07087641-n,B,O,modulasi
07089024-n,B,O,kepadatan
07089622-n,I,O,mud
07091587-n,B,O,kependekan
07091587-n,B,O,ringkasan
07091587-n,B,O,singkatan
07091902-n,B,O,akronim
07091902-n,B,O,kependekan
07092356-n,I,O,berbentuk
07092592-n,B,O,bait
07092592-n,B,O,syair
07092592-n,B,Y,puisi
07092592-n,B,Y,sajak
07093158-n,B,O,epik
07093158-n,I,O,wiracarita
07093273-n,B,O,keindahan
07093273-n,B,O,puisi
07094093-n,B,O,irama
07094093-n,B,O,meter
07094093-n,B,O,nada
07094093-n,B,O,pengukur
07094093-n,B,O,rentak
07094843-n,B,O,kaki
07094843-n,B,O,pada
07096661-n,B,O,rima
07096661-n,B,O,sajak
07097094-n,B,O,aliterasi
07099135-n,B,O,asindeton
07099271-n,B,O,pengulangan
07102945-n,B,O,penegasan
07102945-n,B,O,penekanan
07104292-n,B,O,litotes
07104574-n,I,O,onomatope
07105475-n,B,O,bayang-bayang
07105475-n,B,O,bayangan
07105475-n,B,O,gambaran
07105475-n,I,O,majas
07106502-n,B,O,berlebihan
07106502-n,I,O,hiperbol
07106800-n,B,O,ibarat
07106800-n,B,O,kiasan
07106800-n,B,O,metafora
07107676-n,I,O,metonimia
07108010-n,I,O,oksimoron
07108282-n,B,O,ibarat
07108282-n,B,O,perbandingan
07108282-n,B,O,perumpamaan
07108282-n,B,O,simile
07108282-n,B,Y,persamaan
07109196-n,B,O,bahasa
07109196-n,B,O,lisan
07109196-n,B,O,percakapan
07109196-n,B,O,pertuturan
07109847-n,B,O,pernyataan
07109847-n,B,O,sebutan
07109847-n,B,O,ucapan
07109847-n,B,O,ujaran
07110457-n,B,Y,percakapan
07110457-n,B,Y,pertuturan
07110615-n,B,O,artikulasi
07110615-n,B,O,suara
07110615-n,I,O,pembunyian
07111047-n,B,O,bunyi
07111047-n,B,O,fon
07111047-n,B,O,suara
07111711-n,B,O,fonem
07112364-n,B,O,diftong
07112550-n,B,O,vokal
07114023-n,B,O,pepet
07114409-n,I,O,semivokal
07115021-n,B,O,konsonan
07115684-n,I,O,obstruen
07115914-n,B,O,plosif
07116443-n,B,O,letupan
07116443-n,I,O,ledakan
07117788-n,B,O,epentesis
07117788-n,I,O,swarabakti
07118554-n,B,O,frikatif
07118990-n,I,O,afrikat
07120524-n,B,O,bantahan
07120524-n,B,O,jeritan
07120524-n,B,O,tangisan
07120524-n,B,Y,bertengking
07120524-n,B,Y,jerit
07120524-n,B,Y,laung
07120524-n,B,Y,memekikkan
