username,text
ong.alie,"['panggil', 'juga', 'pak', 'dan', 'pak']"
maleosx,"['banyu', 'ta', 'kobokan']"
arianiysl,"['jadi', 'meskipun', 'khlorin', 'airnya', 'bisa', 'gak', 'dikonsumsi', 'untuk', 'diminum', 'dibuat', 'masak']"
kang.yusro,"['yoo', 'kaporit', 'itu', 'namanya']"
kang.yusro,"['lumayan', 'gae', 'pemasukn', 'pundi2', '10', 'ewu']"
kang.yusro,"['periode', 'itu', 'fasilitas', 'harsny', 'kalo', 'tdk', 'bayar', 'di', 'periode', '1', 'dibolehkan', 'bayar', 'di', 'periode', '2', 'dan', 'tdak', 'kena', 'denda', 'beda', 'lagi', 'jika', 'sudah', 'masuk', 'bayar', 'bulan', 'berikutnya', 'd2nda', 'berlakuyang', 'penting', 'bayar']"
arianiysl,"['kata', 'adminnya', 'itu', 'khlorin']"
hy.prabowo,"['cinta', 'krn', 'blm', 'ada', 'pesaing', 'min']"
hy.prabowo,"['harusnya', 'sudah', 'ada', 'kompetisi', 'min', 'biar', 'banyak', 'pilihan', 'dari', 'pada', 'sll', 'disuguhi', 'drama']"
louiseromehilda,"['terimakasih', 'minlaporan', 'saya', 'langsung', 'ditindak', 'lanjuti', 'dan', 'dilakukan', 'pembersihan', 'oleh', 'petugas', 'mallam', 'ini', 'baru', 'kelar']"
frianandatop,['preettt']
dirmanbrt87,"['min', 'kalau', 'minta', 'keringan', 'pembyran', 'syarat', 'nya', 'apa']"
dirmanbrt87,"['terima', 'kasih', 'info', 'nya']"
ichsanguntur,"['terpantau', 'dul', 'gemuk']"
dadang_suzukipusatjawatimur,"['air', 'mati', 'lagi', 'iya', 'min', 'pagi', 'ini', 'tanpa', 'ada', 'pemberitahuan', 'sebelumnya']"
dheamoehtadi,"['tolong', 'apakah', 'aliran', 'air', 'untuk', 'kramat', 'daerah', 'wiyung', 'di', 'perkecil', 'atau', 'tidak', 'kata', 'tetangga', 'sini', 'airnya', 'memang', 'kecil', 'semenjak', 'ada', 'perbaikan', 'masak', 'siang', 'atau', 'malam', 'sama', 'subuh', 'yang', 'biasanya', 'kencang', 'jadi', 'ngalir', 'gak', 'kencang', 'mau', 'mandi', 'nunggu', 'pun', 'lama', 'yang', 'biasanya', 'sebentar']"
dedycibang,"['medokan', 'sawah', 'timur', 'debit', 'air', 'kecil', 'uda', 'laporan', 'lebih', 'dari', '3x', 'mohon', 'ditindaklanjuti']"
devitachrisnashanty71,"['citra', 'sentosa', 'lakarsantri', 'juga', 'mati', 'lagi', 'airnya', 'tanpa', 'pemberitahuan']"
yusufindraa,"['min', 'tolong', 'cek', 'dm', 'saya']"
dadang_suzukipusatjawatimur,"['kebraon', 'alhamdulillah', 'sudah', 'menyala', 'siang', 'tadi']"
dedycibang,"['saya', 'hanya', 'ingin', 'realisasi', 'pelayanan', 'langganan', 'yg', 'baik', 'bukan', 'follow', 'up']"
dianrosita08,"['semua', 'wilayah', 'kelihatan', 'nya', 'keluar', 'air', 'nya', 'kecil', 'ini', 'daerah', 'kupang', 'krajan', 'jam', '0521', 'tidak', 'keluar', 'sama', 'sekali', 'air', 'nya', 'min']"
udmajujayachemical99,"['air', 'got', 'yg', 'mengalir']"
udmajujayachemical99,"['wilayah', 'swahan', 'tumben', 'airnya', 'item', 'bngthrs', 'nguras', 'tandon', 'klo', 'kyk', 'gn']"
conanliebert,"['kuwukan', 'mati', 'lagi', 'min', 'tiap', 'mati', 'pas', 'di', 'jamjam', 'sibuk', 'mau', 'ngerjain', 'urusan', 'rumah']"
yoga_eresa_adityan,"['min', 'tolong', 'cek', 'dm', 'saya', 'terimakasih']"
setiaalimukti,"['min', 'kumaha', 'ieu', 'perkawis', 'cai', 'ngocorna', 'irahaaabi', 'teu', 'acan', 'ibak', '2', 'dinten', 'yeuh']"
widiyantiwiwin93,"['soreang', 'pak']"
setiaalimukti,"['bandung', 'soreang', 'min']"
kaskuff,"['ruko', 'mangga', 'dua', 'jl', 'jagir', 'airnya', 'tidak', 'keluar', 'min', 'hari', 'ini']"
nuraliyahk_21,"['normalisasi', 'air', 'nya', 'smpai', 'brapa', 'jam', 'min', 'di', 'rumahku', 'wiyung', 'kok', 'belum', 'kluar', 'air', 'nya', 'hehehee', 'mertuaku', 'smpek', 'bum', 'mandi', 'air', 'dibak', 'mandinya', 'kehabisan']"
rizkbian_,"['cok', 'pdam', 'iki', 'mosok', 'yo', 'woro2', 'e', 'gak', 'ket', 'wingi', 'wingi', 'ae', 'ngene', 'poleh', 'bingung', 'gak', 'onok', 'tandon', 'an', 'banyu', 'ngeseng', 'iki', 'cawik', 'e', 'ng', 'ndi', 'cok']"
rizkbian_,"['tulisan', 'e', 'kamis', 'jam', '2100', 'banyu', 'mati', 'ket', 'jam', '2000', 'kurang']"
muniftobitrihanto,"['sabar', 'minnn', 'komplain', 'dan', 'kecewa', 'boleh', 'tp', 'yo', 'gak', 'misuh2', 'gak', 'sehh']"
istifaniyah,"['kebraon', 'tengah', 'sampe', 'sekarang', 'airnya', 'masih', 'mati', 'min']"
ella_nurlailiyah,"['air', 'kpn', 'menyala', 'pak']"
dianekapermana11_,"['tiap', 'hari', 'rumah', 'ku', 'mati', 'air', 'hanya', 'nyala', 'tengah', 'malam', 'kalau', 'pagi', 'sampai', 'sore', 'mati', 'harga', 'biaya', 'air', 'naik', 'tp', 'pelayanan', 'malah', 'amburadul']"
priyapriya2340,"['jalan', 'raya', 'simo', 'airnya', 'tiap', 'hari', 'kluarnya', 'pelan', 'cenderung', 'matitolong', 'donk', 'uda', 'tagihan', 'mahal', 'tapi', 'pelayanan', 'gak', 'memuaskan']"
dsetyaji___,[]
nata_dchoco,"['min', 'air', 'pdam', 'di', 'daerah', 'jambangan', 'sedari', 'td', 'pagi', 'kenapa', 'blm', 'mengalir', 'normal', 'yaa']"
nata_dchoco,"['puji', 'tuhan', 'semalam', 'sudah', 'nyala', 'min', 'airnya']"
its_ngejreng,"['aamiin', 'ya', 'alloh']"
arek.pdn,"['masyaallah', 'tabarokallah']"
edwynpras97,"['berarti', 'airnya', 'mati', 'harinya', 'selang', 'seling', 'ya', 'kemaren', 'selasa', 'menyala', 'hari', 'ini', 'rabu', 'shubuh', 'sudah', 'mati', 'gtu', 'ya', 'aliran', 'air', 'jadwalnya', 'di', 'selang', 'seling', 'kalau', 'tidak', 'pas', 'jam', 'kerja', 'seninjumat', 'tapi', 'kalau', 'gini', 'caranya', 'ya', 'merugikan', 'masyarakat', 'masyarakat', 'aktivitas', 'menggunakan', 'air', 'malah', 'gak', 'nyaman', 'kan', 'sudah', 'saya', 'bilang', 'klo', 'pengerjaan', 'proyek', 'goronggorong', 'di', 'gubeng', 'kertajaya', '9', 'raya', 'dilakukan', 'malam', 'hari', 'airnya', 'dimatikan', 'gpp', 'tapi', 'klo', 'pagimenjelang', 'malam', 'pengerjaan', 'goronggorong', 'lagi', 'dimatikan', 'gak', 'perlu', 'mematikan', 'aliran', 'air', 'mulai', 'pagi', 'sampai', 'berjamjam', 'lamanya', 'walaupun', 'ada', 'tangki', 'tapi', 'kan', 'tangkinya', 'terbatas', 'tidak', 'selalu', 'standby', '24', 'jam', 'gimana', 'sih']"
_dafien,['menyalaaaa']
edwynpras97,"['apakah', 'sudah', 'di', 'cek', 'saluran', 'pipa', 'air', 'di', 'gubeng', 'kertajaya', '9', 'raya', 'airnya', 'kok', 'masih', 'tidak', 'menyala']"
edwynpras97,"['tangki', 'air', 'ini', 'kan', 'terbatas', 'ya', 'mau', 'sampe', 'kapan', 'aliran', 'air', 'terganggu', 'terus', 'toh', 'juga', 'pengerjaan', 'goronggorong', 'dilakukan', 'malam', 'hari', 'tapi', 'aliran', 'air', 'terganggu', 'mulai', 'jam', '0230', 'dinihari', 'hingga', 'hari', 'ini', 'belum', 'menyala', 'lancar', 'tangki', 'air', 'sih', 'tangki', 'air', 'tapi', 'kan', 'terbatas', 'seharusnya', 'klo', 'pengerjaan', 'goronggorong', 'malam', 'hari', 'tidak', 'perlu', 'mengganggu', 'hingga', 'sampai', 'mematikan', 'aliran', 'air', 'hingga', 'berjamjam']"
ditactors,"['izin', 'curhat', 'sekalian', 'masukan', 'juga', 'barusan', 'kuras', 'tempat', 'air', 'kamar', 'mandi', 'lalu', 'keran', 'airnya', 'saya', 'buka', 'saya', 'tinggal', 'dengan', 'maksud', 'mengisi', 'air', 'kembali', 'lhaaa', 'kok', 'ternyata', 'airnya', 'keruh', 'berwarna', 'coklat', 'bercampur', 'debu', 'halus', 'seperti', 'tanah', 'yg', 'mengendap', 'bayangin', 'gimana', 'kecewanya', 'saya', 'terpaksa', 'kuras', 'dan', 'bersihin', 'lagi', 'minta', 'tolong', 'diperhatikan', 'dan', 'dipantau', 'kualitas', 'airnya', 'ya', 'daerah', 'sidosermo', 'terimakasih']"
farleychill,"['ini', 'air', 'daerah', 'kendalsari', 'rungkut', 'kenapa', 'mati', 'ya']"
cak_tinkmburikodam,"['rakyat', 'menjerit', 'tagihan', 'naikk']"
johan_suro,"['sek', 'sipitan', 'bos', 'ku', 'jangan2', 'bos', 'ku', 'orang', 'korea', 'yg', 'lagi', 'nyamar']"
rizqiamrii,['temenan']
fendykusuma28,"['tak', 'kira', 'mas', 'kur']"
diego_maulana,"['mas', 'sblh', 'e', 'g', 'd', 'wawancara', 'min', 'ah', 'pilih', 'kasih']"
khalidar73,"['daerah', 'kranggan', 'mohon', 'informasi', 'nya', 'untuk', 'nanti', 'malam', 'jam', '9', 'keatas', 'sebab', 'ada', 'pemasangan', 'gorong', 'gorong']"
masdji16,"['daerah', 'kebraon', 'mati', 'teros', 'haha', 'heran', 'mau', 'sampe', 'kapan', 'sih', 'proyek', 'u', 'ditch', 'ini', 'kek', 'bener', 'bener', 'merugikan', 'warga', 'surabaya']"
ghaniaat6,"['daerah', 'made', 'terus', 'airnyaaa', 'why', 'minnn', 'mengganggu', 'aktifitas', 'bangettt']"
nindyells,"['pakk', 'slesei', 'jam', 'brapa', 'smpe', 'pagi', 'blm', 'nyala']"
mikelaurent,"['ditulis', 'estimasi', '4', 'jam', 'ini', 'udah', '14', 'jam', 'belum', 'nyala']"
nindyells,"['lakarsantri', 'pak']"
marybellecake,"['ya', 'allah', 'min', 'tolong', 'dibantuuu', 'diselesaikan', 'segera', 'kok', 'lokasi', 'valve', 'bisa', 'gatau', 'huhu', 'denah', 'mapnya', 'apa', 'ga', 'ada', 'miiiiiin', 'ini', 'gabisa', 'kerjaaaaaaaaaaa']"
ekkymarethap_,"['min', 'kayak', 'gini', 'donk', 'mati', 'air', 'pelanggan', 'nya', 'disuruh', 'telfon', 'call', 'center', 'utk', 'minta', 'tangki', 'air', 'gratis']"
ekkymarethap_,"['bagus', 'pelayanannya', 'min', 'sya', 'pernah', 'tinggal', 'di', 'sbyaga', 'ribet', 'tiap', 'bulannya', 'ada', 'catat', 'mandiri', 'soalnya']"
mikelaurent,"['estimasi', 'sampai', 'kapan', 'min']"
dndrham,"['mohon', 'untuk', 'penggantian', 'meter', 'dan', 'peninggian', 'dirumah', 'saya', 'segera', 'ditangani', 'sudah', 'dibayar', 'dan', 'laporan', 'dari', 'hari', 'rabu', 'gak', 'dikerjakan', 'sama', 'sekali', 'maunya', 'apa', 'telfon', 'cs', 'bolak', 'balik', 'responnya', 'cuma', 'sudah', 'di', 'masukkan', 'ke', 'nomor', 'emergency', 'tapi', 'petugas', 'pdam', 'sampai', 'skrg', 'tidak', 'ada', 'yg', 'kerumah', 'sudah', 'pencatatan', 'meter', 'tidak', 'tepat', 'skrg', 'pekerjaan', 'seperti', 'ini', 'saja', 'tdk', 'ada', 'respon', 'diarani', 'korupsi', 'yo', 'jelas', 'korupsi']"
miftachul_retna,"['jambangan', 'air', 'nyalanya', 'diatas', 'jam1', 'siang', 'dan', 'jam3', 'sudah', 'matiklo', 'malam', 'nyala', 'jam9', 'malam', 'woy', 'kita', 'bayar', 'tp', 'pemakaian', 'dibatasi', 'jamnya', 'tolonglah', 'solusinya', 'bgmnatiap', 'hari', 'telp', 'call', 'center', 'y', 'percuma']"
hendrazero,"['info', 'update', 'progress', 'daerah', 'lakarsantri', 'min', 'estimasi', 'kapan', 'selesai']"
devitachrisnashanty71,"['selamat', 'pagi', 'pdammohon', 'infoapakah', 'pdam', 'di', 'lakarsantri', 'khususnya', 'perumahan', 'citra', 'sentosamemang', 'mati', 'lagi', 'pagi', 'ini']"
hendrazero,"['dan', 'hari', 'ini', 'bocor', 'kembali', 'sudah', 'tahu', 'min', 'dari', 'kemarin', 'airnya', 'keruh', 'banget', 'pas', 'keluar', 'terlihat', 'jg', 'kayak', 'ada', 'gumpalan', 'dalam', 'air']"
devitachrisnashanty71,"['terimakasihair', 'sudah', 'mengalir', 'kembali', 'tadi', 'siang']"
____m.g.n____,"['banyumu', 'min', 'wonosari', 'mulyo', 'gak', 'lancar', 'onok', 'opo', 'wes', 'sebulan', 'iki']"
pudtrii_ratna,"['yaa', 'belum', 'beruntungsemoga', 'pengundian', 'lagi', 'bisa', 'dapat', 'umroh']"
mas.her1,"['min', 'ada', 'undangan', 'gak', 'untuk', 'menonton', 'acara', 'ini', 'secara', 'langsung']"
dedycibang,"['saya', 'pelanggan', 'yg', 'ga', 'beruntung', 'wilayah', 'medokan', 'sawah', 'timur', 'matot', 'debit', 'air', 'nya', 'mohon', 'diperhatikan']"
coollector_rombenxr,"['cara', 'ambil', 'hadiah', 'nya', 'bagaimana', 'kak', 'ini', 'ada', 'punya', 'ortu', 'saya', 'dapet', 'tapi', 'ga', 'tau', 'cara', 'ambilnya']"
coollector_rombenxr,"['siap', 'kak', 'sudah', 'saya', 'dm', 'ya', 'kak']"
miftachul_retna,"['jambangan', 'nemen', 'air', 'tiap', 'hari', 'loh', 'air', 'keluar', 'jam9', 'malam', 'tiap', 'komplen', 'tidak', 'prn', 'ada', 'penyelesaian']"
dheamoehtadi,"['saya', 'mau', 'tanya', 'apa', 'aliran', 'air', 'untuk', 'daerah', 'wiyung', 'di', 'perkecil', 'atau', 'bagaimana', 'sejak', 'perbaikan', 'karna', 'yang', 'biasanya', 'banter', 'sekarang', 'jadi', 'kecil', 'tolong', 'dilihat', 'kembali', 'masak', 'setiap', 'malam', 'kecil', 'alirannya']"
garasi_agung,['maneeeh']
titissasongko,"['bukannya', 'td', 'subuh', 'air', 'sdh', 'mati', 'ya', 'trs', 'baru', 'ngalir', 'td', 'sekitar', 'jam', '9', '30', 'pagi', 'la', 'kok', 'nnti', 'mlm', 'mau', 'mati', 'lagi', 'beneran', 'tah', 'mohon', 'pejelasannya']"
m_elros93,"['kepada', 'hari', 'ini', 'tgl', '13sep', '2024', 'sdh', 'ada', 'perbaikan', 'drainese', 'malam', 'nanti', 'perbikan', 'drainese', 'ini', 'gimana', 'maksudnya', 'blm', 'jga', 'lwat', '1', 'hri', 'sdh', 'perbaikan', 'bolakbalik']"
rizkirahmaw,"['perbaikan', 'meneh']"
lenanuna17,"['pokok', 'e', 'nek', 'ono', 'pengerjaan', 'gorong2', 'mesti', 'mota', 'mati', 'banyu', 'e']"
hy.prabowo,"['mau', 'heran', 'tapi', 'ini', 'pdam']"
yusmansugiyono,"['terpaksa', 'mandi', 'dan', 'mencuci', 'di', 'waduk', 'kebraon']"
garasi_agung,"['cc', 'to', 'om']"
ella_nurlailiyah,"['brpa', 'hri', 'lg', 'perbikan', 'smpek', 'bosen', 'poleh', 'ngasu', 'maneh']"
nikengyna_,"['lakarsantri', 'sama', 'tapak', 'siring', 'itu', 'jauh', 'lho', 'ya', 'kenapa', 'kena', 'imbas', 'heran', 'dikit2', 'perbaikan', 'dikit', 'sistem', 'drainase', 'dn', 'masih', 'ada', 'lainnya', 'makanya', 'utk', 'pengadaan', 'barangnya', 'itu', 'yg', 'baik', 'ngambilnya', 'yg', 'berkualitas', 'biar', 'ngga', 'dikit2', 'rusak', 'atau', 'apalah', 'itu', 'harga', 'udah', 'dinaikkan', 'mahal', 'sama', 'aja', 'makanya', 'saya', 'tidak', 'pernah', 'memuji', 'pdam', 'karena', 'sering', 'kumat']"
aokun__monay,"['trus', 'aja', 'gitu', 'ya']"
runnymartha,"['malam', 'ya', 'min', 'biar', 'kita', 'selesaikan', 'dl', 'pekerjaan', 'rmh', 'trus', 'bsk', 'pagi', 'tlg', 'nyalain', 'lg']"
ichaaang07,"['manggil', '1', 'tangki', 'aja', 'pada', 'rebutan', '1', 'rumah', 'aja', 'ada', 'yg', 'kk', 'nya', 'lbh', 'dri', '1', 'itu', 'kek', 'mana', 'kalau', 'mau', 'mati', 'tuh', 'dijam', 'jam', 'org', 'istrht', 'ajajangan', 'smpe', 'ganggu', 'buat', 'yg', 'aktivitas', 'pagi']"
satuenampat,"['aman', 'aku', 'nang', 'luar', 'kota']"
miftachul_retna,"['jambangan', 'setiap', 'hari', 'loh', 'nyala', 'air', 'klo', 'siang', 'jam123', 'trs', 'mati', 'total', 'baru', 'nyala', 'lagi', 'jam9', 'malam', 'kita', 'bayar', 'loh', 'admin', 'gak', 'subsidi', 'pemerintah', 'tolong', 'lah', 'diperbaiki', 'lg', 'kinerja', 'dan', 'kualitas', 'pdam', 'nya']"
dewimusfiroh2113,"['iya', 'kak', 'bnrmosok', 'mati', 'tiap', 'pagi', 'waktu', 'org', 'sholat', 'subuhorg', 'aktifitas', 'mau', 'kerja', 'dan', 'masak']"
ardi_sby,['btul2']
ichaaang07,"['iyaa', 'mbaa', 'setampungnya', 'air', '1', 'rumah', 'isinya', '5', 'org', 'mana', 'ada', 'bayi', 'ttp', 'aja', 'bakalan', 'kurang']"
zuha20004,"['saya', 'sabar', 'menanti', 'min', 'semoga', 'lekas', 'selesai', 'terimakasih', 'sudah', 'bekerja', 'keras']"
bakulgedangsusu,"['thanks', 'infonya']"
nickylaness,['y']
taur_uss_,"['min', 'kelurahan', 'darmo', 'dari', 'senin', 'siang', 'sampai', 'sekarang', 'airnya', 'mati', 'bagaimana', 'ini', 'min']"
nathanaelifanda,"['min', 'daerah', 'wonokitri', 'kelurahan', 'pakis', 'dari', 'minggu', 'pagi', 'sekarang', 'airnya', 'mati', 'apakah', 'belum', 'ada', 'tindak', 'lanjut', 'min']"
iraayuwansyah,"['min', 'jlpasar', 'kembang', 'air', 'nya', 'mati', 'dari', 'kemarin', 'pagi', 'gimana', 'min']"
klaudiadiann_,"['ciliwung', 'ket', 'wingi', 'sore', 'sampe', 'saiki', 'mati', 'banyu', 'e', 'yaopo', 'iki', 'pdam']"
devigozali,"['apa', 'sdh', 'selesai', 'pengerjaannya']"
nathanaelifanda,"['sudah', 'saya', 'dm', 'min']"
dedycibang,"['yth', 'pihak', 'pdam', 'mohon', 'jgn', 'mengandalkan', 'call', 'center', 'dengan', 'alur', 'laporan', 'dpt', 'no', 'aduan', 'petugas', 'dtg', 'tp', 'tdk', 'ada', 'solusi', 'konkrit', 'wilayah', 'medokan', 'sawah', 'timur', 'debit', 'air', 'matot', 'hampir', 'sebulan', 'mohon', 'segera', 'ditindaklanjutin', 'lapor', 'dgn', 'segala', 'macam', 'cara', 'selalu', 'tdk', 'menghasilkan', 'pdhl', 'ada', 'kenaikan', 'kita', 'pelanggan', 'fine2', 'aja', 'asal', 'pelayanan', 'dan', 'kualitas', 'air', 'bagus', 'keterlambatan', 'denda', 'diberlakukan', 'pencabutan', 'dan', 'putus', 'saluran', 'sering', 'kalian', 'gunakan', 'sbg', 'ancaman', 'keterlambatan', 'pembayaran', 'pelanggan', 'tapi', 'kualitas', 'layanan', 'anda', 'pdam', 'kota', 'surabaya', 'sangat', 'buruk', 'dari', 'tahun', 'ke', 'tahun', 'tidak', 'ada', 'perubahan', 'malah', 'semakin', 'tertinggal', 'dengan', 'pln', 'telkom', 'dan', 'instansiinstansi', 'bumd', 'maupun', 'bumn', 'lainnya', 'harap', 'diperhatikan']"
dedycibang,"['saya', 'pribadi', 'menunggu', 'jawaban', 'melalui', 'tindakan', 'konkrit', 'dan', 'real', 'nya', 'saya', 'harap', 'bukan', 'sekedar', 'jawaban', 'di', 'beranda', 'coment', 'ig']"
devigozali,"['mau', 'tanya', 'pegerjaan', 'di', 'kebraon', 'apa', 'sdh', 'selesai']"
devigozali,"['airnya', 'msh', 'mati', 'y']"
devigozali,['kebraon']
devigozali,"['baik', 'terimakasih', 'atas', 'infonya']"
rasati_maulana,"['min', 'keluhanku', 'kok', 'gak', 'ditanggapi', 'soal', 'pembayaran', 'tagihan', 'di', 'masukin', 'ke', 'jenis', '21', 'padahal', 'omahku', 'gak', 'masuk', 'kriteria', 'jenis', '21']"
sitihiida,"['min', 'kupang', 'segunting', 'airnya', 'mati', 'kenapa', 'apa', 'ada', 'perbaikan', 'semingguan', 'ini', 'kecil', 'sekali']"
mhmmdirfnmhjr,"['mau', 'tanya', 'terkait', 'catat', 'meter', 'mandiri', 'saya', 'lupa', 'catat', 'meter', 'mandiri', 'untuk', 'periode', 'bulan', 'ini', 'apakah', 'tidakpapa', 'atau', 'bagaimana', 'ya', 'apa', 'nanti', 'ada', 'petugas', 'kerumah', 'soalnya', 'rumah', 'saya', 'kosong']"
mhmmdirfnmhjr,"['dan', 'untuk', 'catat', 'mandirinya', 'apakah', 'dilakukan', 'dibulan', 'depan', 'untuk', 'periode', 'selanjutnya', 'atau', 'bagaimana', 'ya', 'min', 'mohon', 'infonya']"
azie_azie89,"['masya', 'allah', 'taabarokallah']"
didikalimh,"['alhamdulillah', 'barokah', 'barokah', 'barokah']"
ayukpiglet,"['pdam', 'waru', 'sidoarjo', 'dan', 'sekitarnya', 'mati', 'total', 'sdh', '2hr', 'ini', 'dino', 'iki', 'kamar', 'mandi', 'tak', 'isi', 'banyu', 'isi', 'ulang', 'sampai', 'kapan', 'iki', 'murupe']"
azie_azie89,"['smg', 'program', 'baik', 'semakin', 'berkelanjutan', 'dan', 'penuh', 'manfaat', 'utk', 'warga']"
rischanoor,"['uffeewuegeffssfdfusugc', 'vruff']"
temaram_fajar,"['atek', 'wong', 'kantore', 'nek', 'di', 'komplain', 'lholak', 'lholok', 'wong', 'gak', 'isok', 'kerjo', 'nglumpuk', 'nng', 'kono']"
m_rizki1707,"['kenaikan', 'tarif', 'keluarga', 'kost', 'kena', 'imbas', 'kepentingan2', 'pemkot']"
soebirofatah,"['namanya', 'bukan', 'perusahaan', 'daerah', 'air', 'minum', 'tapi', 'air', 'biasa', 'coba', 'kl', 'ada', 'saingan', 'tdk', 'dimonopoli', 'seperti', 'provider', 'no', 'hp', 'pasti', 'akan', 'ditinggal']"
idrqadanp,"['air', 'pdam', 'serasa', 'air', 'kopi', 'plus', 'pasir', 'padahal', 'sudah', 'dikasih', 'saringan', 'petugas', 'incas', 'ya', 'gak', 'rutin', 'ngefluss', 'pipa', 'ujung', 'pernah', 'sampek', 'kirim', 'video', 'ke', 'ss', 'saking', 'nemen', 'e']"
dickynirwan,"['siap', 'min']"
idrqadanp,"['sudah', 'min', 'monggo', 'bs', 'di', 'cek', 'dan', 'fast', 'respon', 'ya']"
fredytph,"['butek', 'banyune', 'cilik']"
chemet_titto,"['dari', 'semua', 'komentar', 'banyak', 'keluhan', 'evaluasi', 'dulu', 'lah', 'sebelum', 'menaikan', 'tarif']"
dedycibang,"['kenaikan', 'boleh', 'saja', 'tp', 'mohon', 'wilayah', 'medokan', 'sawah', 'timur', 'diperhatikan', 'nggih', 'sudah', 'sebulan', 'debit', 'air', 'mengecil', 'bahkan', 'sama', 'sekali', 'tidak', 'keluar', 'sudah', 'laporan', 'ke', 'call', 'center', 'dan', 'dicek', 'katanya', 'kurang', 'tekanan', 'dan', 'akan', 'ada', 'penambahan', 'tekanan', 'tapi', 'hingga', 'saat', 'ini', 'belum', 'ada', 'tindakan', 'mati', 'total', 'dari', 'jam', '8', 'pagi', 'hingga', 'jam', 'larut', 'malam']"
dedycibang,"['note', 'kami', 'sebagian', 'warga', 'sudah', 'banyak', 'yg', 'laporan', 'tapi', 'sama', 'sekali', 'tidak', 'ada', 'respon', 'dan', 'tindakan', 'yg', 'diperbuat', 'pdam', 'mohon', 'segera', 'di', 'tindaklanjuti']"
desilvhfz,"['pdam', 'naik', 'alasan', 'untuk', 'perawatan', 'tp', 'air', 'e', 'keruh']"
arifmkruf_45,"['ikut', 'hadir', 'keluhan', 'air', 'pdam', 'setiap', 'sore', 'ngisi', 'air', 'kotor', 'lagi', 'heran', 'dah', 'kenapaa', 'selalu', 'sore', 'hari', 'ngisi', 'bak', 'mandi', 'pagi', 'selalu', 'nguras', 'dan', 'kami', 'menolak', 'kenaikan', 'tarif', 'pdam']"
setiyosetiya,"['loh', 'serumah', 'sebulan', 'dibawah', '30ribukok', 'bisa', 'ya', 'saya', 'toko', 'sak', 'uprit', '3x3', 'air', 'buat', 'cuci', 'tangan', 'dan', 'pipis', 'wudhu', 'magrib', 'air', '1', 'orang', 'pdam', 'e', 'tembus', '30rb', 'memang', 'nunut', 'air', 'pdam', 'e', 'yang', 'punya', 'kontrak', 'an']"
kenzie.r.julian,"['wah', 'ojok', 'di', 'karang2', 'cak', 'gak', 'onok', 'sing', 'seneng', 'ambek', 'kenaikan', 'tarip', 'rakyat', 'sek', 'askeh', 'sing', 'bodo', 'ambek', 'mlarat', 'cak', 'cak', 'awakmu', 'sing', 'hemat', 'nek', 'dadi', 'pejabat', 'penghematan', 'ning', 'jajaran', 'awakmu', 'luweh', 'bijaksana', 'bro']"
lek.tun3196,"['darjo', 'larang', 'ancenediluar', 'nurulcoba', 'jangan', 'di', 'pakai', 'setetespunnanti', 'tetap', 'bayar', 'admin', 'dan', 'iuranya', 'mahal']"
_herupr4stiyo,"['mohon', 'maaf', 'air', 'keruh', 'area', 'lidah', 'kulon']"
gladhysdhyan,"['cuma', '2', 'orang', 'doang', 'mas']"
andika_unyil,"['kenaikan', 'tidak', 'disertai', 'dengan', 'pelayanan', 'dan', 'kualitas', 'daerah', 'bratang', 'airnya', 'keruh', 'sudah', 'dilaporkan', 'tapi', 'masih', 'sama']"
rerefansia,"['bayarnya', 'naik', 'tpi', 'debit', 'airnya', 'keluar', 'kecil', 'trus', 'butek', 'piye', 'gess', 'ngene', 'iki']"
coekbedjo,"['jangan', 'hanya', 'naik', 'kan', 'tarif', 'tapi', 'sesuaikan', 'kualitas', 'dan', 'pelayanan', 'sesuai', 'tarif', 'yg', 'dibebankan', 'ke', 'warga', 'sampai', 'saat', 'ini', 'apa', 'kualitas', 'pdam', 'sesuai', 'tarif', 'bahkan', 'pdam', 'perusahaan', 'daerah', 'air', 'minum', 'berubah', 'perusahaan', 'daerah', 'air', 'mandi', 'tdk', 'layak', 'minum', 'itupun', 'bak', 'mandi', 'harus', 'kuras', 'seminggu', '23', 'kali', 'agar', 'layak', 'untuk', 'mandi']"
coekbedjo,"['bukan', 'lidah', 'aja', 'semua', 'daerah', 'di', 'surabaya', '95', 'butek']"
_depry,"['koyok', 'wong', 'teges']"
coekbedjo,"['rumah', 'saya', 'daerah', 'dinoyo']"
cak_tinkmburikodam,"['sama', 'maspadahal', 'rumah', 'besar', 'ga', 'menjamin', 'orang', 'itu', 'kayapadahal', 'rumah', 'jaman', 'dulu', 'memang', 'besar2', 'tp', 'dalamnya', 'kosong', 'ga', 'ada', 'isinya', 'wattnya', 'juga', '900', 'tp', 'tagihan', '120rb', 'padahal', 'sebelumnya', 'cuman', '60rb', 'antolong', 'donk', 'jangan', 'buat', 'rakyat', 'malah', 'susah']"
cak_tinkmburikodam,"['uda', 'naik', 'tagihan', 'airnya', 'keruh', 'ga', 'layak', 'dikonsumsi']"
cak_tinkmburikodam,"['sedino', 'ae', '8rb', 'an', 'dendoe']"
cak_tinkmburikodam,"['betul', 'kami', 'juga', 'menolak', 'sebagai', 'masyarakat', 'berpenghasilan', 'rendah']"
